lemRank,lemma,PoS,lemFreq,wordFreq,word,,Data Sourced From: www.wordfrequency.info
1694,search,v,54487,10753,searched,,
1372,search,n,69392,7095,searches,,
1694,search,v,54487,1153,searches,,
1694,search,v,54487,23702,searching,,
1124,sea,n,86544,6931,seas,,
443,season,n,217695,190057,season,,
443,season,n,217695,27638,seasons,,
1000,seat,n,96853,67583,seat,,
1000,seat,n,96853,29270,seats,,
400,second,m,243485,243485,second,,
659,second,n,146634,91160,second,,
3494,secondary,j,20701,20701,secondary,,
659,second,n,146634,55474,seconds,,
1795,secret,n,50730,31336,secret,,
1992,secret,j,44837,44837,secret,,
1426,secretary,n,67325,2879,secretaries,,
1426,secretary,n,67325,64446,secretary,,
1795,secret,n,50730,19394,secrets,,
824,section,n,117170,98217,section,,
824,section,n,117170,18953,sections,,
2009,sector,n,44401,35043,sector,,
2009,sector,n,44401,9358,sectors,,
4729,secular,j,13171,13171,secular,,
2537,secure,v,32084,17827,secure,,
4265,secure,j,15420,15409,secure,,
2537,secure,v,32084,8226,secured,,
2537,secure,v,32084,665,secures,,
4265,secure,j,15420,8,securest,,
2537,secure,v,32084,5366,securing,,
475,security,n,201542,12981,securities,,
475,security,n,201542,188561,security,,
56,see,v,1958700,1255990,see,,
2218,seed,n,39062,19195,seed,,
2218,seed,n,39062,19866,seeds,,
56,see,v,1958700,94126,seeing,,
756,seek,v,128234,44438,seek,,
756,seek,v,128234,29,seeked,,
756,seek,v,128234,39118,seeking,,
756,seek,v,128234,12496,seeks,,
181,seem,v,522940,161006,seem,,
181,seem,v,522940,144601,seemed,,
181,seem,v,522940,2700,seeming,,
3720,seemingly,r,18903,18903,seemingly,,
181,seem,v,522940,214633,seems,,
56,see,v,1958700,294139,seen,,
56,see,v,1958700,50185,sees,,
3230,segment,n,23372,15634,segment,,
3230,segment,n,23372,7735,segments,,
3713,seize,v,18961,6142,seize,,
3713,seize,v,18961,10340,seized,,
3713,seize,v,18961,773,seizes,,
3713,seize,v,18961,1706,seizing,,
1791,select,v,50804,17172,select,,
1791,select,v,50804,24281,selected,,
1791,select,v,50804,7562,selecting,,
2254,selection,n,37940,33264,selection,,
2254,selection,n,37940,4676,selections,,
1791,select,v,50804,1789,selects,,
1944,self,n,46225,42650,self,,
484,sell,v,198982,77056,sell,,
484,sell,v,198982,42951,selling,,
484,sell,v,198982,12313,sells,,
1944,self,n,46225,3575,selves,,
1155,Senate,n,83931,83832,senate,,
1155,Senate,n,83931,99,senates,,
1144,senator,n,84544,68476,senator,,
1144,senator,n,84544,16068,senators,,
382,send,v,256309,95100,send,,
382,send,v,256309,12,sended,,
382,send,v,256309,33935,sending,,
382,send,v,256309,13003,sends,,
1266,senior,j,76109,76109,senior,,
4333,senior,n,15032,1757,senior,,
4333,senior,n,15032,13275,seniors,,
5041,sensation,n,11903,9371,sensation,,
5041,sensation,n,11903,2532,sensations,,
431,sense,n,226539,216464,sense,,
3671,sense,v,19269,8804,sense,,
3671,sense,v,19269,5910,sensed,,
431,sense,n,226539,372,sensei,,
431,sense,n,226539,9703,senses,,
3671,sense,v,19269,1482,senses,,
3671,sense,v,19269,3073,sensing,,
2820,sensitive,j,28109,28109,sensitive,,
4828,sensitivity,n,12741,1066,sensitivities,,
4828,sensitivity,n,12741,11675,sensitivity,,
4320,sensor,n,15084,6974,sensor,,
4320,sensor,n,15084,8110,sensors,,
382,send,v,256309,114259,sent,,
1912,sentence,n,46932,33393,sentence,,
1912,sentence,n,46932,13539,sentences,,
4186,sentiment,n,15815,10732,sentiment,,
4186,sentiment,n,15815,5083,sentiments,,
2119,separate,j,41176,41176,separate,,
2204,separate,v,39416,15402,separate,,
2204,separate,v,39416,16114,separated,,
2204,separate,v,39416,3784,separates,,
2204,separate,v,39416,4116,separating,,
4132,separation,n,16144,15473,separation,,
4132,separation,n,16144,671,separations,,
900,September,n,106932,30348,sept,,
900,September,n,106932,76584,september,,
2712,sequence,n,29257,21182,sequence,,
2712,sequence,n,29257,8075,sequences,,
4030,sergeant,n,16794,16129,sergeant,,
4030,sergeant,n,16794,665,sergeants,,
685,series,n,140231,62,serie,,
685,series,n,140231,140169,series,,
795,serious,j,122251,122251,serious,,
1479,seriously,r,64827,64827,seriously,,
3881,servant,n,17732,8764,servant,,
3881,servant,n,17732,8968,servants,,
449,serve,v,213511,76615,serve,,
449,serve,v,213511,68005,served,,
3534,server,n,20393,13887,server,,
3534,server,n,20393,6506,servers,,
449,serve,v,213511,28608,serves,,
295,service,n,332313,189557,service,,
295,service,n,332313,142756,services,,
449,serve,v,213511,40283,serving,,
4481,serving,n,14291,5418,serving,,
4481,serving,n,14291,8873,servings,,
1620,session,n,58108,34701,session,,
1620,session,n,58108,23407,sessions,,
339,set,v,293144,238088,set,,
901,set,n,106920,87283,set,,
339,set,v,293144,20791,sets,,
901,set,n,106920,19637,sets,,
339,set,v,293144,34265,setting,,
1821,setting,n,49873,26818,setting,,
1821,setting,n,49873,23055,settings,,
1539,settle,v,61424,23011,settle,,
1539,settle,v,61424,28070,settled,,
2641,settlement,n,30250,22664,settlement,,
2641,settlement,n,30250,7586,settlements,,
1539,settle,v,61424,3285,settles,,
1539,settle,v,61424,7058,settling,,
867,seven,m,111646,111350,seven,,
867,seven,m,111646,296,sevens,,
4371,seventh,m,14877,14877,seventh,,
387,several,d,251543,251543,several,,
2460,severe,j,33278,33089,severe,,
2460,severe,j,33278,22,severer,,
2460,severe,j,33278,167,severest,,
799,sex,n,121352,118001,sex,,
799,sex,n,121352,3351,sexes,,
3717,sexy,j,18927,821,sexier,,
3717,sexy,j,18927,1245,sexiest,,
1150,sexual,j,84220,84220,sexual,,
4313,sexually,r,15120,15120,sexually,,
3717,sexy,j,18927,16861,sexy,,
3424,shade,n,21457,13023,shade,,
3424,shade,n,21457,8434,shades,,
1986,shadow,n,45022,27497,shadow,,
1986,shadow,n,45022,17522,shadows,,
1131,shake,v,85841,20113,shake,,
1131,shake,v,85841,17,shaked,,
1131,shake,v,85841,5319,shaken,,
1131,shake,v,85841,8280,shakes,,
1131,shake,v,85841,18016,shaking,,
1090,shall,v,89582,87480,shall,,
4775,shallow,j,12943,12204,shallow,,
4775,shallow,j,12943,637,shallower,,
4775,shallow,j,12943,102,shallowest,,
1090,shall,v,89582,2102,shalt,,
3010,shame,n,25764,25612,shame,,
3010,shame,n,25764,152,shames,,
1565,shape,n,60252,47375,shape,,
2842,shape,v,27828,9169,shape,,
2842,shape,v,27828,12561,shaped,,
1565,shape,n,60252,12877,shapes,,
2842,shape,v,27828,846,shapes,,
2842,shape,v,27828,5252,shaping,,
570,share,v,168892,92104,share,,
1442,share,n,66642,46132,share,,
570,share,v,168892,34589,shared,,
3879,shared,j,17746,17746,shared,,
570,share,v,168892,7986,shares,,
1442,share,n,66642,20510,shares,,
570,share,v,168892,34213,sharing,,
4298,shark,n,15207,8884,shark,,
4298,shark,n,15207,6323,sharks,,
2408,sharp,j,34272,30618,sharp,,
2408,sharp,j,34272,2559,sharper,,
2408,sharp,j,34272,1095,sharpest,,
35,she,p,3188078,3188077,she,,
4450,sheep,n,14430,14333,sheep,,
4450,sheep,n,14430,97,sheeps,,
4799,sheer,j,12854,12790,sheer,,
4799,sheer,j,12854,11,sheerer,,
4799,sheer,j,12854,53,sheerest,,
2079,sheet,n,42366,25172,sheet,,
2079,sheet,n,42366,17194,sheets,,
3385,shelf,n,21854,12159,shelf,,
4062,shell,n,16622,8133,shell,,
4062,shell,n,16622,8489,shells,,
3090,shelter,n,24892,19071,shelter,,
3090,shelter,n,24892,5821,shelters,,
3385,shelf,n,21854,9695,shelves,,
2895,sheriff,n,27193,25977,sheriff,,
2895,sheriff,n,27193,1216,sheriffs,,
4562,shield,n,13931,8673,shield,,
4562,shield,n,13931,5258,shields,,
4644,shy,j,13525,64,shier,,
4644,shy,j,13525,6,shiest,,
1964,shift,v,45537,18285,shift,,
2360,shift,n,35516,26734,shift,,
1964,shift,v,45537,15263,shifted,,
1964,shift,v,45537,6873,shifting,,
1964,shift,v,45537,5116,shifts,,
2360,shift,n,35516,8782,shifts,,
3411,shine,v,21543,7576,shine,,
3411,shine,v,21543,1068,shined,,
3411,shine,v,21543,4097,shines,,
3411,shine,v,21543,5111,shining,,
1212,ship,n,79715,58095,ship,,
3855,ship,v,17891,4840,ship,,
3855,ship,v,17891,7418,shipped,,
3855,ship,v,17891,4783,shipping,,
1212,ship,n,79715,21620,ships,,
3855,ship,v,17891,850,ships,,
1928,shirt,n,46579,36957,shirt,,
1928,shirt,n,46579,9622,shirts,,
921,shit,n,104498,103861,shit,,
921,shit,n,104498,637,shits,,
2616,shock,n,30746,28418,shock,,
4370,shock,v,14881,2580,shock,,
4370,shock,v,14881,10812,shocked,,
4370,shock,v,14881,678,shocking,,
2616,shock,n,30746,2328,shocks,,
4370,shock,v,14881,811,shocks,,
1524,shoe,n,62523,14889,shoe,,
1524,shoe,n,62523,47633,shoes,,
3411,shine,v,21543,3691,shone,,
1131,shake,v,85841,34096,shook,,
657,shoot,v,147137,47190,shoot,,
657,shoot,v,147137,24466,shooting,,
2382,shooting,n,34970,29279,shooting,,
2382,shooting,n,34970,5691,shootings,,
657,shoot,v,147137,5396,shoots,,
1547,shop,n,61038,45380,shop,,
3503,shop,v,20625,7448,shop,,
3503,shop,v,20625,1358,shopped,,
3076,shopping,n,25052,25046,shopping,,
3503,shop,v,20625,11413,shopping,,
3076,shopping,n,25052,6,shoppings,,
1547,shop,n,61038,15658,shops,,
3503,shop,v,20625,406,shops,,
3852,shore,n,17908,12945,shore,,
3852,shore,n,17908,4963,shores,,
669,short,j,144842,128579,short,,
3895,short,r,17604,17604,short,,
4864,short-term,j,12550,12550,short-term,,
4712,shortage,n,13236,8880,shortage,,
4712,shortage,n,13236,4356,shortages,,
669,short,j,144842,13987,shorter,,
669,short,j,144842,2276,shortest,,
3173,shortly,r,23986,23986,shortly,,
657,shoot,v,147137,70081,shot,,
954,shot,n,101016,66856,shot,,
954,shot,n,101016,34160,shots,,
110,should,v,920908,920908,should,,
1239,shoulder,n,78062,46574,shoulder,,
1239,shoulder,n,78062,31488,shoulders,,
2473,shout,v,33053,5975,shout,,
2473,shout,v,33053,14065,shouted,,
2473,shout,v,33053,10080,shouting,,
2473,shout,v,33053,2933,shouts,,
4441,shove,v,14456,4239,shove,,
4441,shove,v,14456,6380,shoved,,
4441,shove,v,14456,1349,shoves,,
4441,shove,v,14456,2488,shoving,,
177,show,v,536889,219076,show,,
433,show,n,225884,187869,show,,
177,show,v,536889,94154,showed,,
3093,shower,n,24876,19969,shower,,
3093,shower,n,24876,4907,showers,,
177,show,v,536889,57142,showing,,
177,show,v,536889,73808,shown,,
177,show,v,536889,92709,shows,,
433,show,n,225884,38015,shows,,
5015,shrink,v,12008,1729,shrank,,
5015,shrink,v,12008,4611,shrink,,
5015,shrink,v,12008,2491,shrinking,,
5015,shrink,v,12008,927,shrinks,,
3846,shrug,v,17959,1838,shrug,,
3846,shrug,v,17959,12846,shrugged,,
3846,shrug,v,17959,972,shrugging,,
3846,shrug,v,17959,2303,shrugs,,
5015,shrink,v,12008,2250,shrunk,,
1134,shut,v,85625,77274,shut,,
1134,shut,v,85625,2915,shuts,,
1134,shut,v,85625,5436,shutting,,
4507,shuttle,n,14163,12982,shuttle,,
4507,shuttle,n,14163,1181,shuttles,,
4644,shy,j,13525,13360,shy,,
4644,shy,j,13525,51,shyer,,
4644,shy,j,13525,44,shyest,,
4533,sibling,n,14047,4224,sibling,,
4533,sibling,n,14047,9823,siblings,,
1412,sick,j,67645,66290,sick,,
1412,sick,j,67645,941,sicker,,
1412,sick,j,67645,414,sickest,,
286,side,n,342841,283887,side,,
3189,Sidebar,n,23763,14,side-bar,,
3189,Sidebar,n,23763,23497,sidebar,,
3189,Sidebar,n,23763,252,sidebars,,
286,side,n,342841,58954,sides,,
4300,sidewalk,n,15203,11438,sidewalk,,
4300,sidewalk,n,15203,3765,sidewalks,,
2918,sigh,v,26874,967,sigh,,
2918,sigh,v,26874,11879,sighed,,
2918,sigh,v,26874,2239,sighing,,
2918,sigh,v,26874,11789,sighs,,
1874,sight,n,48022,41686,sight,,
1874,sight,n,48022,6336,sights,,
858,sign,n,112603,63898,sign,,
894,sign,v,107633,43222,sign,,
2125,signal,n,41085,26126,signal,,
4158,signal,v,15998,4816,signal,,
4158,signal,v,15998,4066,signaled,,
4158,signal,v,15998,3849,signaling,,
4158,signal,v,15998,302,signalled,,
4158,signal,v,15998,328,signalling,,
2125,signal,n,41085,14959,signals,,
4158,signal,v,15998,2637,signals,,
3434,signature,n,21285,15968,signature,,
3434,signature,n,21285,5317,signatures,,
894,sign,v,107633,50330,signed,,
3380,significance,n,21902,21827,significance,,
3380,significance,n,21902,75,significances,,
787,significant,j,123040,123040,significant,,
1937,significantly,r,46378,46378,significantly,,
894,sign,v,107633,10773,signing,,
858,sign,n,112603,48705,signs,,
894,sign,v,107633,3308,signs,,
2235,silence,n,38552,38030,silence,,
2235,silence,n,38552,522,silences,,
2424,silent,j,33973,33973,silent,,
4981,silk,n,12138,11534,silk,,
4981,silk,n,12138,604,silks,,
3170,silly,j,24001,233,sillier,,
3170,silly,j,24001,285,silliest,,
3170,silly,j,24001,23483,silly,,
2811,silver,n,28244,28062,silver,,
2811,silver,n,28244,182,silvers,,
751,similar,j,129272,129272,similar,,
4982,similarity,n,12128,7363,similarities,,
4982,similarity,n,12128,4765,similarity,,
2957,similarly,r,26400,26400,similarly,,
735,simple,j,132004,120667,simple,,
735,simple,j,132004,6848,simpler,,
735,simple,j,132004,4489,simplest,,
580,simply,r,166556,166556,simply,,
4060,simultaneously,r,16626,16626,simultaneously,,
2440,sin,n,33703,23137,sin,,
260,since,c,363805,363805,since,,
913,since,i,105367,105367,since,,
3005,since,r,25781,25781,since,,
1066,sing,v,91395,33504,sing,,
3161,singer,n,24095,17320,singer,,
3161,singer,n,24095,6775,singers,,
1066,sing,v,91395,34943,singing,,
649,single,j,148796,148796,single,,
1066,sing,v,91395,6669,sings,,
3156,sink,v,24129,8006,sink,,
4568,sink,n,13890,11439,sink,,
3156,sink,v,24129,4160,sinking,,
3156,sink,v,24129,1279,sinks,,
4568,sink,n,13890,2451,sinks,,
2440,sin,n,33703,5,sinning,,
2440,sin,n,33703,10561,sins,,
784,sir,n,123629,123227,sir,,
784,sir,n,123629,402,sirs,,
810,sister,n,120346,2233,sis,,
810,sister,n,120346,9,sis-ter,,
810,sister,n,120346,91199,sister,,
810,sister,n,120346,26905,sisters,,
318,sit,v,315022,107677,sit,,
501,site,n,193251,135321,site,,
501,site,n,193251,57930,sites,,
318,sit,v,315022,255,siting,,
318,sit,v,315022,27948,sits,,
318,sit,v,315022,89691,sitting,,
560,situation,n,171026,136885,situation,,
560,situation,n,171026,34141,situations,,
508,six,m,191200,190865,six,,
508,six,m,191200,335,sixes,,
3759,sixth,m,18547,18547,sixth,,
839,size,n,115388,100488,size,,
839,size,n,115388,14900,sizes,,
3970,ski,n,17185,12990,ski,,
1376,sky,n,69285,7875,skies,,
851,skill,n,113912,27489,skill,,
851,skill,n,113912,86423,skills,,
1166,skin,n,82598,78584,skin,,
1166,skin,n,82598,4014,skins,,
3737,skip,v,18743,10215,skip,,
3737,skip,v,18743,4410,skipped,,
3737,skip,v,18743,3344,skipping,,
3737,skip,v,18743,774,skips,,
4220,skirt,n,15648,11149,skirt,,
4220,skirt,n,15648,4497,skirts,,
3970,ski,n,17185,4195,skis,,
4362,skull,n,14911,12498,skull,,
4362,skull,n,14911,2413,skulls,,
1376,sky,n,69285,61410,sky,,
3947,slam,v,17345,3017,slam,,
3947,slam,v,17345,7988,slammed,,
3947,slam,v,17345,2936,slamming,,
3947,slam,v,17345,3404,slams,,
4309,slap,v,15130,4543,slap,,
4309,slap,v,15130,6224,slapped,,
4309,slap,v,15130,2484,slapping,,
4309,slap,v,15130,1879,slaps,,
2564,slave,n,31539,16362,slave,,
4214,slavery,n,15684,15684,slavery,,
2564,slave,n,31539,15174,slaves,,
1009,sleep,v,95600,51916,sleep,,
1875,sleep,n,48020,48016,sleep,,
1009,sleep,v,95600,20354,sleeping,,
1009,sleep,v,95600,4308,sleeps,,
4993,sleeve,n,12091,6695,sleeve,,
4993,sleeve,n,12091,5396,sleeves,,
1009,sleep,v,95600,19022,slept,,
3862,slice,n,17862,8230,slice,,
4662,slice,v,13431,4397,slice,,
4662,slice,v,13431,6334,sliced,,
3862,slice,n,17862,9632,slices,,
4662,slice,v,13431,692,slices,,
4662,slice,v,13431,2008,slicing,,
2632,slide,v,30451,11183,slid,,
2632,slide,v,30451,9689,slide,,
4449,slide,n,14433,9789,slide,,
2632,slide,v,30451,7,slided,,
2632,slide,v,30451,4080,slides,,
4449,slide,n,14433,4644,slides,,
2632,slide,v,30451,5492,sliding,,
3240,slight,j,23283,17013,slight,,
3240,slight,j,23283,118,slighter,,
3240,slight,j,23283,6152,slightest,,
1671,slightly,r,55389,55389,slightly,,
2101,slip,v,41664,12513,slip,,
2101,slip,v,41664,18028,slipped,,
2101,slip,v,41664,7078,slipping,,
2101,slip,v,41664,4045,slips,,
4219,slope,n,15651,10615,slope,,
4219,slope,n,15651,5036,slopes,,
1761,slow,j,51880,45414,slow,,
2284,slow,v,37312,18353,slow,,
2284,slow,v,37312,9027,slowed,,
1761,slow,j,51880,5469,slower,,
1761,slow,j,51880,997,slowest,,
2284,slow,v,37312,6513,slowing,,
1550,slowly,r,60889,60873,slowly,,
2284,slow,v,37312,3419,slows,,
248,small,j,382563,316939,small,,
248,small,j,382563,57368,smaller,,
248,small,j,382563,8256,smallest,,
1428,smart,j,67232,54984,smart,,
1428,smart,j,67232,8874,smarter,,
1428,smart,j,67232,3372,smartest,,
2149,smell,v,40735,19673,smell,,
3101,smell,n,24783,20944,smell,,
2149,smell,v,40735,9579,smelled,,
2149,smell,v,40735,3496,smelling,,
2149,smell,v,40735,7987,smells,,
3101,smell,n,24783,3839,smells,,
1308,smile,v,73137,13657,smile,,
1663,smile,n,55936,48572,smile,,
1308,smile,v,73137,33853,smiled,,
1308,smile,v,73137,9097,smiles,,
1663,smile,n,55936,7364,smiles,,
1308,smile,v,73137,16530,smiling,,
2501,smoke,v,32716,14711,smoke,,
2690,smoke,n,29483,28945,smoke,,
2501,smoke,v,32716,6377,smoked,,
2501,smoke,v,32716,1740,smokes,,
2690,smoke,n,29483,538,smokes,,
2501,smoke,v,32716,9888,smoking,,
2903,smooth,j,27095,24679,smooth,,
2903,smooth,j,27095,2116,smoother,,
2903,smooth,j,27095,296,smoothest,,
3708,snake,n,18993,12259,snake,,
3708,snake,n,18993,6732,snakes,,
2866,snap,v,27586,9021,snap,,
2866,snap,v,27586,11841,snapped,,
2866,snap,v,27586,4037,snapping,,
2866,snap,v,27586,2687,snaps,,
4208,sneak,v,15716,7435,sneak,,
4208,sneak,v,15716,1280,sneaked,,
4208,sneak,v,15716,3375,sneaking,,
4208,sneak,v,15716,1035,sneaks,,
2092,snow,n,42027,41270,snow,,
2092,snow,n,42027,757,snows,,
4208,sneak,v,15716,2591,snuck,,
48,so,r,2369749,2369749,so,,
180,so,c,523232,523231,so,,
2668,so-called,j,29757,29469,so-called,,
4709,soap,n,13244,11817,soap,,
4709,soap,n,13244,1427,soaps,,
2668,so-called,j,29757,288,socalled,,
3548,soccer,n,20295,20295,soccer,,
344,social,j,290372,290372,social,,
4897,socially,r,12426,12426,socially,,
582,society,n,165769,15684,societies,,
582,society,n,165769,150074,society,,
582,society,n,165769,11,societys,,
4505,sock,n,14170,3719,sock,,
4505,sock,n,14170,10451,socks,,
4875,soda,n,12515,11302,soda,,
4875,soda,n,12515,1213,sodas,,
4736,sodium,n,13145,13145,sodium,,
1762,soft,j,51824,47482,soft,,
1580,software,n,59696,37,soft-ware,,
1762,soft,j,51824,3861,softer,,
1762,soft,j,51824,481,softest,,
4999,softly,r,12072,12072,softly,,
1580,software,n,59696,59561,software,,
1580,software,n,59696,98,softwares,,
2244,soil,n,38159,34492,soil,,
2244,soil,n,38159,3667,soils,,
2336,solar,j,35987,35987,solar,,
484,sell,v,198982,66662,sold,,
1235,soldier,n,78276,24663,soldier,,
1235,soldier,n,78276,53398,soldiers,,
4638,sole,j,13543,13519,sole,,
4491,solely,r,14236,14236,solely,,
4638,sole,j,13543,24,soler,,
2158,solid,j,40301,40301,solid,,
1235,soldier,n,78276,166,solider,,
1235,soldier,n,78276,49,soliders,,
4900,solo,n,12423,11311,solo,,
4900,solo,n,12423,1112,solos,,
1133,solution,n,85661,56878,solution,,
1133,solution,n,85661,28783,solutions,,
1805,solve,v,50437,29927,solve,,
1805,solve,v,50437,11307,solved,,
1805,solve,v,50437,1650,solves,,
1805,solve,v,50437,7553,solving,,
67,some,d,1684262,1684262,some,,
840,somebody,p,115363,23,some-body,,
1632,somehow,r,57596,18,some-how,,
302,someone,p,328998,65,some-one,,
123,something,p,779903,188,some-thing,,
474,sometimes,r,201833,41,some-times,,
2161,somewhat,r,40283,21,some-what,,
1467,somewhere,r,65620,31,some-where,,
840,somebody,p,115363,115340,somebody,,
4276,someday,r,15352,15352,someday,,
1632,somehow,r,57596,57578,somehow,,
302,someone,p,328998,328933,someone,,
123,something,p,779903,5386,somethin,,
123,something,p,779903,774329,something,,
4686,sometime,r,13317,13317,sometime,,
474,sometimes,r,201833,201792,sometimes,,
2161,somewhat,r,40283,40262,somewhat,,
1467,somewhere,r,65620,65589,somewhere,,
446,son,n,216216,188352,son,,
749,song,n,129648,85498,song,,
749,song,n,129648,44150,songs,,
446,son,n,216216,27864,sons,,
614,soon,r,158194,138512,soon,,
2311,soon,c,36611,36611,soon,,
614,soon,r,158194,19682,sooner,,
3780,sophisticated,j,18406,18406,sophisticated,,
408,sorry,j,237541,123,sorrier,,
408,sorry,j,237541,107,sorriest,,
408,sorry,j,237541,237311,sorry,,
837,sort,n,115486,94610,sort,,
4479,sort,v,14299,7191,sort,,
4479,sort,v,14299,3292,sorted,,
4479,sort,v,14299,3416,sorting,,
837,sort,n,115486,20876,sorts,,
4479,sort,v,14299,400,sorts,,
756,seek,v,128234,32153,sought,,
1463,soul,n,65749,52081,soul,,
1463,soul,n,65749,13668,souls,,
697,sound,v,138386,40647,sound,,
819,sound,n,119028,93574,sound,,
697,sound,v,138386,24066,sounded,,
697,sound,v,138386,6444,sounding,,
697,sound,v,138386,67229,sounds,,
819,sound,n,119028,25454,sounds,,
3437,soup,n,21273,19303,soup,,
3437,soup,n,21273,1970,soups,,
612,source,n,158588,94116,source,,
612,source,n,158588,64472,sources,,
801,south,n,120894,120894,south,,
4534,southeast,n,14046,291,south-east,,
4270,southwest,n,15385,200,south-west,,
4534,southeast,n,14046,13755,southeast,,
1429,southern,j,67179,67179,southern,,
4270,southwest,n,15385,15185,southwest,,
1879,Soviet,j,47917,47917,soviet,,
543,space,n,177126,160084,space,,
543,space,n,177126,17042,spaces,,
337,speak,v,295523,418,spake,,
2544,Spanish,j,31958,31957,spanish,,
4604,spare,v,13687,8076,spare,,
4604,spare,v,13687,4384,spared,,
4604,spare,v,13687,298,spares,,
4604,spare,v,13687,929,sparing,,
4909,spark,v,12395,3034,spark,,
4909,spark,v,12395,6179,sparked,,
4909,spark,v,12395,1555,sparking,,
4909,spark,v,12395,1627,sparks,,
4802,spit,v,12849,2714,spat,,
337,speak,v,295523,115795,speak,,
2022,speaker,n,43781,29784,speaker,,
2022,speaker,n,43781,13997,speakers,,
337,speak,v,295523,62470,speaking,,
337,speak,v,295523,26197,speaks,,
547,special,j,176515,176515,special,,
4761,specialize,v,13006,98,specialise,,
4761,specialize,v,13006,63,specialised,,
4761,specialize,v,13006,64,specialises,,
4761,specialize,v,13006,79,specialising,,
3165,specialist,n,24031,14077,specialist,,
3165,specialist,n,24031,9954,specialists,,
4761,specialize,v,13006,2624,specialize,,
4761,specialize,v,13006,2427,specialized,,
4761,specialize,v,13006,4615,specializes,,
4761,specialize,v,13006,3036,specializing,,
1319,species,n,72542,72542,species,,
952,specific,j,101222,101222,specific,,
1849,specifically,r,48927,48927,specifically,,
4235,specify,v,15567,6440,specified,,
4235,specify,v,15567,2034,specifies,,
4235,specify,v,15567,5598,specify,,
4235,specify,v,15567,1495,specifying,,
4838,spectacular,j,12709,12709,spectacular,,
3849,spectrum,n,17916,1868,spectra,,
3849,spectrum,n,17916,15936,spectrum,,
3849,spectrum,n,17916,112,spectrums,,
4731,speculation,n,13167,11939,speculation,,
4731,speculation,n,13167,1228,speculations,,
3906,speed,v,17549,2756,sped,,
1044,speech,n,92837,82153,speech,,
1044,speech,n,92837,10684,speeches,,
1505,speed,n,63502,56887,speed,,
3906,speed,v,17549,8046,speed,,
3906,speed,v,17549,353,speeded,,
3906,speed,v,17549,4129,speeding,,
1505,speed,n,63502,6613,speeds,,
3906,speed,v,17549,2265,speeds,,
4173,spell,v,15921,6807,spell,,
4927,spell,n,12350,9636,spell,,
4173,spell,v,15921,4621,spelled,,
4173,spell,v,15921,2628,spelling,,
4173,spell,v,15921,1582,spells,,
4927,spell,n,12350,2714,spells,,
4173,spell,v,15921,283,spelt,,
353,spend,v,280371,98601,spend,,
353,spend,v,280371,42803,spending,,
2111,spending,n,41483,41470,spending,,
2111,spending,n,41483,13,spendings,,
353,spend,v,280371,12505,spends,,
353,spend,v,280371,126462,spent,,
4945,sphere,n,12268,9019,sphere,,
4945,sphere,n,12268,3249,spheres,,
4617,spy,n,13625,3708,spies,,
3934,spill,v,17398,6051,spill,,
3934,spill,v,17398,5176,spilled,,
3934,spill,v,17398,3757,spilling,,
3934,spill,v,17398,2189,spills,,
3934,spill,v,17398,225,spilt,,
2897,spin,v,27184,7975,spin,,
2897,spin,v,27184,8926,spinning,,
2897,spin,v,27184,3296,spins,,
1219,spirit,n,79123,64629,spirit,,
1219,spirit,n,79123,14494,spirits,,
2355,spiritual,j,35599,35599,spiritual,,
4802,spit,v,12849,6156,spit,,
4872,spite,i,12519,12519,spite,,
4802,spit,v,12849,1509,spits,,
4802,spit,v,12849,17,spitted,,
4802,spit,v,12849,2449,spitting,,
2912,split,v,26970,21933,split,,
2912,split,v,26970,1519,splits,,
2912,split,v,26970,3518,splitting,,
337,speak,v,295523,66734,spoke,,
337,speak,v,295523,23909,spoken,,
3153,spokesman,n,24143,23097,spokesman,,
3153,spokesman,n,24143,1046,spokesmen,,
4159,sponsor,v,15998,2900,sponsor,,
4947,sponsor,n,12261,5719,sponsor,,
4159,sponsor,v,15998,10091,sponsored,,
4159,sponsor,v,15998,2105,sponsoring,,
4159,sponsor,v,15998,902,sponsors,,
4947,sponsor,n,12261,6542,sponsors,,
844,sport,n,114894,41217,sport,,
844,sport,n,114894,73677,sports,,
1287,spot,n,74296,54444,spot,,
3216,spot,v,23494,7825,spot,,
1287,spot,n,74296,19852,spots,,
3216,spot,v,23494,1970,spots,,
3216,spot,v,23494,11437,spotted,,
3216,spot,v,23494,2262,spotting,,
4038,spouse,n,16732,11312,spouse,,
4038,spouse,n,16732,5420,spouses,,
4738,spring,v,13122,3470,sprang,,
1587,spread,v,59483,45612,spread,,
4480,spread,n,14295,13959,spread,,
1587,spread,v,59483,9145,spreading,,
1587,spread,v,59483,4726,spreads,,
4480,spread,n,14295,336,spreads,,
1169,spring,n,82557,68247,spring,,
4738,spring,v,13122,4391,spring,,
4738,spring,v,13122,1243,springing,,
1169,spring,n,82557,14310,springs,,
4738,spring,v,13122,1059,springs,,
4738,spring,v,13122,2959,sprung,,
2897,spin,v,27184,6986,spun,,
4617,spy,n,13625,9917,spy,,
4283,squad,n,15328,13236,squad,,
4283,squad,n,15328,2092,squads,,
2417,square,n,34163,29258,square,,
3229,square,j,23378,23378,square,,
2417,square,n,34163,4904,squares,,
3391,squeeze,v,21756,8840,squeeze,,
